ID	PhotoDate	PhotoTime	Cohort	Arm          Upper	Arm          Lower	Leg             Upper	Leg             Lower	Head               Length	Head Width	Trunk Length	Trunk Width	Tail Length	Tail Width	
P1030359.JPG	6/8/2013	2212	4	3.876037281	3.881705424	3.388073494	4.19573891	7.556409531	7.889310363	22.96863797	7.039788775	29.173	4.418916609	
P1030360.JPG	6/8/2013	2216	4	4.423510145	4.762213981	2.705237882	5.777094512	7.812772747	8.224784496	28.69130743	8.289331758	36.883	5.745977811	
P1030361.JPG	6/8/2013	2219	4	4.377202417	4.823147209	3.530660278	4.956605693	9.122059691	8.952819109	32.80011963	10.01793472	44.308	6.078047795	
P1030362.JPG	6/8/2013	2225	4	4.535754072	4.227828048	3.041339343	NA	6.568238729	7.517308361	22.96068303	7.070972352	26.76992809	3.736600594	
P1030363.JPG	6/8/2013	2228	4	3.985414408	4.348973442	2.704565215	5.443831096	7.030687022	7.440581227	24.02013208	6.817620773	31.23	4.15925438	
P1030364.JPG	6/8/2013	2235	4	5.63870987	4.979386508	4.055702775	6.201244391	9.63020898	9.043014818	32.2724016	10.4743712	43.482	6.02249093	
P1030365.JPG	6/8/2013	2245	4	4.116070092	4.82189693	3.241039494	5.382461333	7.359782945	7.601447823	24.55415574	6.597843436	28.542	4.097397345	
P1030366.JPG	6/8/2013	2248	4	4.782113863	4.567126558	3.320142919	6.678713424	8.582610151	9.217315227	34.56848688	10.12138824	44.417	6.272797143	
P1030367.JPG	6/8/2013	2252	4	3.933018307	4.567341897	2.82158856	4.364788655	7.901818778	8.076816823	28.53770226	8.543103242	37.152	4.915179447	
P1030368.JPG	6/8/2013	2258	4	4.969882091	4.321142442	3.459739875	5.887370636	8.454840034	8.493812454	33.66197047	9.006642493	41.76859975	5.571462465	
